Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
SEGA SUPERSTARS TENNIS,X360,2008.0,Sports,Sega,2.9,67,6.7
CALL OF DUTY: FINEST HOUR,PS2,2004.0,Shooter,Activision,2.89,76,7.6
CALL OF DUTY: GHOSTS,XONE,2013.0,Shooter,Activision,2.86,78,43.0
MADDEN NFL 13,X360,2012.0,Sports,Electronic Arts,2.86,81,5.8
MORTAL KOMBAT,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.85,84,8.4
COMMAND & CONQUER: RED ALERT,PC,1996.0,Strategy,Virgin Interactive,2.85,90,8.7
SKYLANDERS: SPYRO'S ADVENTURE,WII,2011.0,Action,Activision,2.85,81,5.9
ASSASSIN'S CREED: BROTHERHOOD,PS3,2010.0,Action,Ubisoft,2.84,90,8.2
BIOSHOCK,X360,2007.0,Shooter,Take-Two Interactive,2.83,96,8.9
MADDEN NFL 10,X360,2009.0,Sports,Electronic Arts,2.83,85,6.1
MEDAL OF HONOR,PS3,2010.0,Shooter,Electronic Arts,2.83,75,7.5
METROID PRIME,GC,2002.0,Shooter,Nintendo,2.82,97,9.2
NEED FOR SPEED: HOT PURSUIT,PS3,2010.0,Racing,Electronic Arts,2.81,89,7.4
WWE SMACKDOWN! HERE COMES THE PAIN,PS2,2003.0,Fighting,THQ,2.8,85,8.9
STAR WARS: THE FORCE UNLEASHED,X360,2008.0,Action,LucasArts,2.8,73,6.7
YOSHI'S ISLAND DS,DS,2006.0,Platform,Nintendo,2.8,81,7.4
KILLZONE 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.79,84,8.0
WWF SMACKDOWN! JUST BRING IT,PS2,2001.0,Fighting,THQ,2.79,76,7.3
BATTLEFIELD 3,PC,2011.0,Shooter,Electronic Arts,2.79,89,7.6
NBA STREET,PS2,2001.0,Sports,Electronic Arts,2.79,89,8.4
JAK II,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,87,8.3
INFAMOUS: SECOND SON,PS4,2014.0,Action,Sony Computer Entertainment,2.78,80,80.0
RATCHET & CLANK: GOING COMMANDO,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,90,9.0
TEKKEN 6,PS3,2009.0,Fighting,Namco Bandai Games,2.78,79,7.4
THE SIMS,PS2,2003.0,Simulation,Electronic Arts,2.77,83,7.6
SONIC AND THE SECRET RINGS,WII,2007.0,Platform,Sega,2.77,69,6.2
SAINTS ROW: THE THIRD,X360,2011.0,Action,THQ,2.77,84,7.6
ASSASSIN'S CREED IV: BLACK FLAG,PS4,2013.0,Action,Ubisoft,2.74,83,79.0
L.A. NOIRE,X360,2011.0,Adventure,Take-Two Interactive,2.72,89,7.9
CALL OF DUTY 3,X360,2006.0,Shooter,Activision,2.71,82,6.5
THE LEGEND OF ZELDA: A LINK TO THE PAST,GBA,2002.0,Action,Nintendo,2.7,95,8.9
ONIMUSHA: WARLORDS,PS2,2001.0,Action,Virgin Interactive,2.7,86,8.3
MORTAL KOMBAT X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.7,83,78.0
MADDEN NFL 12,X360,2011.0,Sports,Electronic Arts,2.69,78,5.9
LEGO STAR WARS II: THE ORIGINAL TRILOGY,PS2,2006.0,Action,LucasArts,2.69,84,8.8
MADDEN NFL 11,X360,2010.0,Sports,Electronic Arts,2.69,84,5.7
SKATE 3,X360,2010.0,Sports,Electronic Arts,2.68,80,8.1
BURNOUT 3: TAKEDOWN,PS2,2004.0,Racing,Electronic Arts,2.68,93,9.0
NEED FOR SPEED: SHIFT,PS3,2009.0,Racing,Electronic Arts,2.68,84,6.9
CALL OF DUTY 2: BIG RED ONE,PS2,2005.0,Shooter,Activision,2.67,77,8.1
TOM CLANCY'S SPLINTER CELL,PS2,2003.0,Action,Ubisoft,2.65,89,7.8
SKYLANDERS GIANTS,WII,2012.0,Action,Activision,2.65,78,7.1
MEDAL OF HONOR HEROES,PSP,2006.0,Shooter,Electronic Arts,2.65,71,7.8
LEGO STAR WARS: THE COMPLETE SAGA,X360,2007.0,Action,LucasArts,2.64,80,7.6
MIDNIGHT CLUB: STREET RACING,PS2,2000.0,Racing,Take-Two Interactive,2.63,78,7.6
HALO WARS,X360,2009.0,Strategy,Microsoft Game Studios,2.63,82,7.3
GOD OF WAR COLLECTION,PS3,2009.0,Action,Sony Computer Entertainment,2.63,91,8.7
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,90,8.3
MARIO STRIKERS CHARGED,WII,2007.0,Sports,Nintendo,2.62,79,8.2
MEDAL OF HONOR,X360,2010.0,Shooter,Electronic Arts,2.62,74,6.8
FIFA SOCCER 10,X360,2009.0,Sports,Electronic Arts,2.62,90,7.5
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.62,90,7.7
HARRY POTTER AND THE CHAMBER OF SECRETS,PS2,2002.0,Action,Electronic Arts,2.61,71,7.6
FIFA SOCCER 09,PS3,2008.0,Sports,Electronic Arts,2.59,87,7.5
RATCHET & CLANK FUTURE: TOOLS OF DESTRUCTION,PS3,2007.0,Platform,Sony Computer Entertainment,2.59,89,8.8
NBA LIVE 2005,PS2,2004.0,Sports,Electronic Arts,2.59,84,8.2
LITTLEBIGPLANET,PSP,2009.0,Platform,Sony Computer Entertainment,2.58,87,7.8
KILLZONE: SHADOW FALL,PS4,2013.0,Shooter,Sony Computer Entertainment,2.58,73,68.0
MONSTER HUNTER FREEDOM 2,PSP,2007.0,Role-Playing,Capcom,2.58,72,8.5
WWE SMACKDOWN VS. RAW 2007,PS2,2006.0,Fighting,THQ,2.58,80,8.7
RATCHET & CLANK: UP YOUR ARSENAL,PS2,2004.0,Platform,Sony Computer Entertainment,2.57,91,9.1
ART ACADEMY,DS,2010.0,Misc,Nintendo,2.57,75,7.7
DRAGON AGE: ORIGINS,X360,2009.0,Role-Playing,Electronic Arts,2.57,86,7.9
MADDEN NFL 08,PS2,2007.0,Sports,Electronic Arts,2.57,78,8.0
MADDEN NFL 13,PS3,2012.0,Sports,Electronic Arts,2.56,83,5.4
DECA SPORTS,WII,2008.0,Sports,Konami Digital Entertainment,2.54,50,5.4
MADDEN NFL 09,X360,2008.0,Sports,Electronic Arts,2.54,83,7.0
CRAZY TAXI,PS2,2001.0,Racing,Acclaim Entertainment,2.52,80,7.8
PERFECT DARK,N64,2000.0,Action,Nintendo,2.52,97,8.9
GAME PARTY,WII,2007.0,Misc,Midway Games,2.52,25,3.9
MARVEL: ULTIMATE ALLIANCE,X360,2006.0,Role-Playing,Activision,2.5,82,7.5
SAINTS ROW: THE THIRD,PS3,2011.0,Action,THQ,2.49,82,7.8
LEGO HARRY POTTER: YEARS 1-4,WII,2010.0,Action,Warner Bros. Interactive Entertainment,2.49,79,8.1
MORTAL KOMBAT: DEADLY ALLIANCE,PS2,2002.0,Fighting,Midway Games,2.49,79,8.7
RESISTANCE 2,PS3,2008.0,Shooter,Sony Computer Entertainment,2.48,87,6.1
PURE,X360,2008.0,Racing,Disney Interactive Studios,2.48,85,7.6
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,2.48,90,8.0
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.47,87,4.9
MARIO PARTY 4,GC,2002.0,Misc,Nintendo,2.47,70,7.5
MIDNIGHT CLUB: LOS ANGELES,PS3,2008.0,Racing,Take-Two Interactive,2.45,82,8.5
HALO: COMBAT EVOLVED ANNIVERSARY,X360,2011.0,Shooter,Microsoft Game Studios,2.44,82,8.2
NEED FOR SPEED CARBON: OWN THE CITY,PSP,2006.0,Racing,Electronic Arts,2.44,73,8.0
RIVEN: THE SEQUEL TO MYST,PC,1997.0,Adventure,Red Orb,2.43,83,9.0
PRO EVOLUTION SOCCER 2011,PS3,2010.0,Sports,Konami Digital Entertainment,2.42,77,6.8
DRAGON BALL Z: BUDOKAI 2,PS2,2003.0,Fighting,Atari,2.41,66,8.3
ATV OFFROAD FURY,PS2,2001.0,Racing,Sony Computer Entertainment,2.41,82,8.3
MADDEN NFL 16,XONE,2015.0,Sports,Electronic Arts,2.4,84,60.0
BATMAN: ARKHAM ORIGINS,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.39,76,7.7
DEAD ISLAND,X360,2011.0,Action,Deep Silver,2.39,71,6.9
GUITAR HERO,PS2,2005.0,Misc,RedOctane,2.38,91,8.7
LEGO STAR WARS: THE COMPLETE SAGA,PS3,2007.0,Action,LucasArts,2.38,80,6.9
KINECT: DISNEYLAND ADVENTURES,X360,2011.0,Misc,Microsoft Game Studios,2.38,73,3.0
BLOODBORNE,PS4,2015.0,Action,Sony Computer Entertainment,2.38,92,89.0
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,2.38,83,69.0
MADDEN NFL 11,PS3,2010.0,Sports,Electronic Arts,2.38,83,6.1
MADDEN NFL 08,X360,2007.0,Sports,Electronic Arts,2.37,85,6.5
HALF-LIFE 2,PC,2004.0,Shooter,Vivendi Games,2.37,96,9.2
THE INCREDIBLES,PS2,2004.0,Action,THQ,2.37,62,8.0
TONY HAWK'S UNDERGROUND 2,PS2,2004.0,Sports,Activision,2.37,83,8.6
MADDEN NFL 10,PS3,2009.0,Sports,Electronic Arts,2.37,85,6.8
KINECT SPORTS: SEASON TWO,X360,2011.0,Sports,Microsoft Game Studios,2.36,66,6.7
LEGO HARRY POTTER: YEARS 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.35,72,7.5
MIDNIGHT CLUB: LOS ANGELES,X360,2008.0,Racing,Take-Two Interactive,2.35,81,8.5
THE SIMS 3,X360,2010.0,Simulation,Electronic Arts,2.33,76,7.3
THE LEGEND OF ZELDA: MAJORA'S MASK 3D,3DS,2015.0,Action,Nintendo,2.32,89,8.9
NBA 2K16,XONE,2015.0,Sports,Take-Two Interactive,2.32,86,61.0
MARIO TENNIS,N64,2000.0,Sports,Nintendo,2.32,91,8.9
JAMES BOND 007: EVERYTHING OR NOTHING,PS2,2004.0,Shooter,Electronic Arts,2.31,84,8.4
LEGO MARVEL SUPER HEROES,X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.3,80,7.8
GUILD WARS 2,PC,2012.0,Action,NCSoft,2.3,90,8.0
POKEMON RANGER: SHADOWS OF ALMIA,DS,2008.0,Role-Playing,Nintendo,2.3,68,8.1
DEAD ISLAND,PS3,2011.0,Action,Deep Silver,2.29,71,6.6
GOD OF WAR: ASCENSION,PS3,2013.0,Action,Sony Computer Entertainment,2.29,80,7.6
PRO EVOLUTION SOCCER 2010,PS3,2009.0,Sports,Konami Digital Entertainment,2.28,78,6.7
FIFA SOCCER 09,PS2,2008.0,Sports,Electronic Arts,2.28,82,6.9
STAR WARS: THE FORCE UNLEASHED,PS3,2008.0,Action,LucasArts,2.28,71,6.6
BORDERLANDS 2,PS3,2012.0,Shooter,Take-Two Interactive,2.28,91,8.2
PAPER MARIO: STICKER STAR,3DS,2012.0,Role-Playing,Nintendo,2.27,75,5.5
SONIC'S ULTIMATE GENESIS COLLECTION,PS3,2009.0,Misc,Sega,2.27,80,8.6
SUPER MONKEY BALL: BANANA BLITZ,WII,2006.0,Misc,Sega,2.27,74,5.7
KIRBY: NIGHTMARE IN DREAM LAND,GBA,2002.0,Platform,Nintendo,2.27,81,8.8
WARIO LAND 4,GBA,2001.0,Platform,Nintendo,2.26,88,8.6
GUITAR HERO III: LEGENDS OF ROCK,PS3,2007.0,Misc,Activision,2.26,83,7.8
ONIMUSHA 2: SAMURAI'S DESTINY,PS2,2002.0,Adventure,Capcom,2.25,84,9.0
PAPER MARIO: THE THOUSAND-YEAR DOOR,GC,2004.0,Role-Playing,Nintendo,2.25,87,9.1
MADDEN NFL 12,PS3,2011.0,Sports,Electronic Arts,2.25,79,5.5
SPYRO: SEASON OF ICE,GBA,2001.0,Platform,Vivendi Games,2.23,74,7.9
LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,DS,2008.0,Action,Activision,2.23,80,8.1
NEW SUPER LUIGI U,WIIU,2013.0,Platform,Nintendo,2.22,77,80.0
PRINCE OF PERSIA: THE SANDS OF TIME,PS2,2003.0,Action,Ubisoft,2.22,92,8.7
SCRIBBLENAUTS,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.22,79,7.6
NEED FOR SPEED: HOT PURSUIT,X360,2010.0,Racing,Electronic Arts,2.22,88,7.1
BIOSHOCK 2,X360,2010.0,Shooter,Take-Two Interactive,2.21,88,8.2
ROCK BAND 2,X360,2008.0,Misc,Electronic Arts,2.2,92,8.3
GUITAR HERO II,X360,2007.0,Misc,Activision,2.2,92,8.1
SONIC UNLEASHED,WII,2008.0,Platform,Sega,2.2,66,7.2
PRO EVOLUTION SOCCER 2012,PS3,2011.0,Action,Konami Digital Entertainment,2.19,80,6.7
SAINTS ROW,X360,2006.0,Action,THQ,2.19,81,7.5
HITMAN: ABSOLUTION,PS3,2012.0,Action,Square Enix,2.19,83,7.5
ATV OFFROAD FURY 2,PS2,2002.0,Racing,THQ,2.18,82,8.7
FORZA MOTORSPORT 5,XONE,2013.0,Racing,Microsoft Game Studios,2.18,79,60.0
MADDEN NFL 25,X360,2013.0,Sports,Electronic Arts,2.18,80,5.6
POKEMON RANGER,DS,2006.0,Role-Playing,Nintendo,2.18,69,7.3
MARIO & LUIGI: SUPERSTAR SAGA,GBA,2003.0,Role-Playing,Nintendo,2.17,90,9.0
FINAL FANTASY XIII,X360,2010.0,Role-Playing,Square Enix,2.17,82,6.0
THE SIMS: HOUSE PARTY,PC,2001.0,Simulation,Electronic Arts,2.16,74,7.9
FIFA 15,XONE,2014.0,Sports,Electronic Arts,2.15,82,54.0
CALL OF DUTY: ROADS TO VICTORY,PSP,2007.0,Shooter,Activision,2.14,64,7.2
DANCE DANCE REVOLUTION EXTREME,PS2,2004.0,Simulation,Konami Digital Entertainment,2.13,77,8.5
TETRIS DS,DS,2006.0,Puzzle,Nintendo,2.13,84,7.9
FINAL FANTASY TACTICS ADVANCE,GBA,2003.0,Role-Playing,SquareSoft,2.13,87,9.2
FINAL FANTASY III,DS,2006.0,Role-Playing,Square Enix,2.12,77,8.6
KIRBY'S EPIC YARN,WII,2010.0,Platform,Nintendo,2.12,86,8.5
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,2.11,90,6.7
BORDERLANDS,PS3,2009.0,Shooter,Take-Two Interactive,2.11,83,7.8
NEED FOR SPEED: HOT PURSUIT 2,PS2,2002.0,Racing,Electronic Arts,2.11,89,8.4
DYNASTY WARRIORS 4,PS2,2003.0,Action,Tecmo Koei,2.11,78,9.0
MORTAL KOMBAT,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.11,86,8.3
SCOOBY-DOO! NIGHT OF 100 FRIGHTS,PS2,2002.0,Platform,THQ,2.1,69,8.5
NEED FOR SPEED: MOST WANTED 5-1-0,PSP,2005.0,Racing,Electronic Arts,2.1,72,7.6
PORTAL 2,X360,2011.0,Shooter,Valve Software,2.1,95,8.7
DEVIL MAY CRY 3: DANTE'S AWAKENING,PS2,2005.0,Action,Capcom,2.09,84,9.0
DEAD RISING,X360,2006.0,Action,Capcom,2.09,85,7.6
NBA 2K11,X360,2010.0,Action,Take-Two Interactive,2.09,89,8.1
METAL GEAR SOLID: PEACE WALKER,PSP,2010.0,Action,Konami Digital Entertainment,2.09,89,8.7
WORLD OF WARCRAFT: CATACLYSM,PC,2010.0,Role-Playing,Activision,2.08,90,5.8
TETRIS WORLDS,PS2,2002.0,Puzzle,THQ,2.08,44,6.2
MARIO PARTY 5,GC,2003.0,Misc,Nintendo,2.08,69,8.0
SKATE 3,PS3,2010.0,Sports,Electronic Arts,2.08,80,7.7
KINGDOM HEARTS: BIRTH BY SLEEP,PSP,2010.0,Role-Playing,Square Enix,2.07,82,8.7
DARK SOULS,PS3,2011.0,Role-Playing,Namco Bandai Games,2.07,89,8.9
THE SIMS 3,PS3,2010.0,Simulation,Electronic Arts,2.06,78,6.4
TOM CLANCY'S SPLINTER CELL: CONVICTION,X360,2010.0,Action,Ubisoft,2.06,85,7.7
THE INCREDIBLES,GBA,2004.0,Action,THQ,2.06,55,5.0
SOULCALIBUR II,PS2,2003.0,Fighting,Namco Bandai Games,2.06,92,8.8
MARIO & LUIGI: DREAM TEAM,3DS,2013.0,Role-Playing,Nintendo,2.06,81,8.3
CARNIVAL GAMES,DS,2008.0,Misc,Take-Two Interactive,2.05,48,3.3
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,2.05,84,5.0
SONIC MEGA COLLECTION,GC,2002.0,Misc,Infogrames,2.05,75,8.6
DIABLO III,PS3,2013.0,Role-Playing,Activision,2.05,86,6.4
KINGDOM HEARTS 358/2 DAYS,DS,2009.0,Role-Playing,Square Enix,2.04,75,8.3
DANCE CENTRAL 2,X360,2011.0,Misc,Microsoft Game Studios,2.04,86,8.2
RAYMAN RAVING RABBIDS: TV PARTY,WII,2008.0,Misc,Ubisoft,2.04,73,7.4
SOCOM: U.S. NAVY SEALS: COMBINED ASSAULT,PS2,2006.0,Shooter,Sony Computer Entertainment,2.04,72,8.3
PETER JACKSON'S KING KONG: THE OFFICIAL GAME OF THE MOVIE,PS2,2005.0,Action,Ubisoft,2.04,82,8.3
DONKEY KONG COUNTRY,GBA,2003.0,Platform,Nintendo,2.04,78,8.9
NEED FOR SPEED: THE RUN,PS3,2011.0,Action,Electronic Arts,2.04,64,6.3
MADDEN NFL 15,PS4,2014.0,Sports,Electronic Arts,2.03,81,61.0
JUST DANCE 3,X360,2011.0,Misc,Ubisoft,2.03,70,7.7
NBA LIVE 2004,PS2,2003.0,Sports,Electronic Arts,2.03,86,7.7
DEAD SPACE,PS3,2008.0,Action,Electronic Arts,2.02,88,8.8
CALL OF DUTY 2,X360,2005.0,Shooter,Activision,2.02,89,8.2
FORZA HORIZON,X360,2012.0,Racing,Microsoft Game Studios,2.02,85,8.5
TOUCHMASTER,DS,2007.0,Puzzle,Midway Games,2.01,71,5.8
TOM CLANCY'S THE DIVISION,XONE,2016.0,Shooter,Ubisoft,2.01,80,69.0
LEGO MARVEL SUPER HEROES,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.0,82,7.9
DRIVECLUB,PS4,2014.0,Racing,Sony Computer Entertainment,2.0,71,62.0
MORTAL KOMBAT VS. DC UNIVERSE,PS3,2008.0,Fighting,Midway Games,2.0,76,7.0
HARRY POTTER AND THE CHAMBER OF SECRETS,GBA,2002.0,Action,Electronic Arts,1.99,76,8.4
RESIDENT EVIL 6,X360,2012.0,Shooter,Capcom,1.98,67,5.0
DRAGON AGE: INQUISITION,PS4,2014.0,Role-Playing,Electronic Arts,1.97,89,74.0
SONIC CLASSIC COLLECTION,DS,2010.0,Platform,Sega,1.97,70,7.6
SPYRO: ENTER THE DRAGONFLY,PS2,2002.0,Platform,Universal Interactive,1.97,56,4.2
CALL OF DUTY: WORLD AT WAR,WII,2008.0,Shooter,Activision,1.97,83,7.6
DEVIL MAY CRY 2,PS2,2003.0,Action,Capcom,1.97,68,6.4
BURNOUT PARADISE,PS3,2008.0,Racing,Electronic Arts,1.97,87,7.7
BIOSHOCK INFINITE,X360,2013.0,Shooter,Take-Two Interactive,1.96,93,8.5
CRASH NITRO KART,PS2,2003.0,Racing,Vivendi Games,1.95,69,7.8
NBA STREET VOL. 2,PS2,2003.0,Sports,Electronic Arts,1.95,90,8.6
DEF JAM VENDETTA,PS2,2003.0,Fighting,Electronic Arts,1.94,80,8.7
FIFA SOCCER 09,X360,2008.0,Sports,Electronic Arts,1.94,87,7.9
DRAGON BALL Z: BUDOKAI 3,PS2,2004.0,Fighting,Atari,1.94,77,8.8
TOM CLANCY'S GHOST RECON,PS2,2002.0,Shooter,Ubisoft,1.94,63,7.7
X-MEN LEGENDS,PS2,2004.0,Role-Playing,Activision,1.93,79,8.4
BATMAN: ARKHAM ORIGINS,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.93,74,7.5
MORTAL KOMBAT VS. DC UNIVERSE,X360,2008.0,Fighting,Midway Games,1.93,72,7.4
MARIO SUPER SLUGGERS,WII,2008.0,Sports,Nintendo,1.93,69,7.9
NEED FOR SPEED: SHIFT,X360,2009.0,Racing,Electronic Arts,1.92,83,6.5
MONOPOLY,WII,2008.0,Misc,Electronic Arts,1.92,70,7.3
RED FACTION,PS2,2001.0,Shooter,THQ,1.92,88,8.1
THE SIMS: MAKIN' MAGIC,PC,2003.0,Simulation,Electronic Arts,1.92,80,7.8
MX UNLEASHED,PS2,2004.0,Racing,THQ,1.92,80,8.8
TOY STORY MANIA!,WII,2009.0,Misc,Disney Interactive Studios,1.92,49,6.3
STAR WARS: THE FORCE UNLEASHED,WII,2008.0,Action,LucasArts,1.91,71,8.0
GAME PARTY 2,WII,2008.0,Misc,Midway Games,1.91,29,5.8
DESTINY: THE TAKEN KING,PS4,2015.0,Shooter,Activision,1.91,86,62.0
LEGO STAR WARS III: THE CLONE WARS,WII,2011.0,Action,LucasArts,1.91,76,8.1
STAR WARS ROGUE LEADER: ROGUE SQUADRON II,GC,2001.0,Simulation,LucasArts,1.9,90,8.5
MAX PAYNE 3,PS3,2012.0,Shooter,Take-Two Interactive,1.9,87,7.8
MADDEN NFL 09,PS3,2008.0,Sports,Electronic Arts,1.89,85,4.4
RATCHET & CLANK FUTURE: A CRACK IN TIME,PS3,2009.0,Platform,Sony Computer Entertainment,1.88,87,8.9
MORTAL KOMBAT: DECEPTION,PS2,2004.0,Fighting,Midway Games,1.88,81,8.5
STAR FOX ADVENTURES,GC,2002.0,Adventure,Nintendo,1.87,82,7.8
DYNASTY WARRIORS 3,PS2,2001.0,Action,THQ,1.87,78,8.8
SHREK 2,PS2,2004.0,Platform,Activision,1.86,71,6.0
LITTLEBIGPLANET 3,PS4,2014.0,Platform,Sony Computer Entertainment,1.86,79,72.0
NBA LIVE 2002,PS2,2001.0,Sports,Electronic Arts,1.86,70,7.4
MARIO PARTY: ISLAND TOUR,3DS,2013.0,Misc,Nintendo,1.85,57,6.0
JAK 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.85,84,8.7
RAYMAN RAVING RABBIDS 2,WII,2007.0,Misc,Ubisoft,1.85,67,8.1
KINGDOM HEARTS: CHAIN OF MEMORIES,GBA,2004.0,Role-Playing,Square Enix,1.85,76,8.8
INFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.85,83,8.5
DEMON'S SOULS,PS3,2009.0,Role-Playing,Namco Bandai Games,1.84,89,8.9
NCAA FOOTBALL 06,PS2,2005.0,Sports,Electronic Arts,1.84,87,8.5
WORLD OF WARCRAFT: MISTS OF PANDARIA,PC,2012.0,Role-Playing,Activision,1.83,82,5.6
JUST CAUSE 3,PS4,2015.0,Action,Square Enix,1.83,73,64.0
THE ORANGE BOX,X360,2007.0,Shooter,Electronic Arts,1.83,96,8.8
KIRBY: TRIPLE DELUXE,3DS,2014.0,Platform,Nintendo,1.82,80,8.6
NAMCO MUSEUM,PS2,2001.0,Misc,Namco Bandai Games,1.82,72,6.7
THE SIMS: HOT DATE,PC,2001.0,Simulation,Electronic Arts,1.82,85,7.8
METROID PRIME 3: CORRUPTION,WII,2007.0,Shooter,Nintendo,1.82,90,8.8
THE EVIL WITHIN,PS4,2014.0,Action,Bethesda Softworks,1.81,75,75.0
VIRTUA FIGHTER 4,PS2,2002.0,Fighting,Sega,1.81,94,8.1
SLY 2: BAND OF THIEVES,PS2,2004.0,Platform,Sony Computer Entertainment,1.81,88,9.0
MADDEN NFL 07,X360,2006.0,Sports,Electronic Arts,1.8,80,6.0
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.8,89,7.6
BEYOND: TWO SOULS,PS3,2013.0,Adventure,Sony Computer Entertainment,1.79,70,8.1
KINECT STAR WARS,X360,2012.0,Action,Microsoft Game Studios,1.78,55,3.6
MIDNIGHT CLUB II,PS2,2003.0,Racing,Take-Two Interactive,1.78,85,8.6
JUST CAUSE 2,PS3,2010.0,Action,Square Enix,1.78,83,8.0
DRAGON'S DOGMA,PS3,2012.0,Role-Playing,Capcom,1.78,78,8.3
50 CENT: BULLETPROOF,PS2,2005.0,Action,Vivendi Games,1.77,47,6.5
WII PARTY U,WIIU,2013.0,Misc,Nintendo,1.77,65,69.0
MADDEN NFL 25,PS3,2013.0,Sports,Electronic Arts,1.77,76,4.1
KIRBY 64: THE CRYSTAL SHARDS,N64,2000.0,Platform,Nintendo,1.77,77,8.2
GOLDEN SUN,GBA,2001.0,Role-Playing,Nintendo,1.76,91,9.0
DEF JAM: FIGHT FOR NY,PS2,2004.0,Fighting,Electronic Arts,1.76,83,8.9
STATE OF EMERGENCY,PS2,2002.0,Action,Take-Two Interactive,1.76,71,6.2
BIOSHOCK INFINITE,PS3,2013.0,Shooter,Take-Two Interactive,1.76,94,8.5
HITMAN: ABSOLUTION,X360,2012.0,Action,Square Enix,1.76,79,7.1
THE URBZ: SIMS IN THE CITY,PS2,2004.0,Simulation,Electronic Arts,1.76,70,8.2
FIFA SOCCER 08,PS3,2007.0,Sports,Electronic Arts,1.76,81,7.1
STAR WARS: STARFIGHTER,PS2,2001.0,Simulation,Activision,1.76,84,8.0
CRACKDOWN,X360,2007.0,Shooter,Microsoft Game Studios,1.75,83,8.0
COOKING MAMA 3: SHOP & CHOP,DS,2009.0,Simulation,505 Games,1.75,65,5.9
PORTAL 2,PS3,2011.0,Shooter,Valve,1.74,95,8.5
THE BEATLES: ROCK BAND,WII,2009.0,Misc,MTV Games,1.74,89,7.6
FORZA MOTORSPORT 6,XONE,2015.0,Racing,Microsoft Game Studios,1.74,87,77.0
SONIC COLORS,WII,2010.0,Platform,Sega,1.74,78,8.4
SSX TRICKY,PS2,2001.0,Sports,Electronic Arts,1.73,92,8.9
OVERWATCH,PS4,2016.0,Shooter,Activision,1.73,90,64.0
CRASH BANDICOOT: THE HUGE ADVENTURE,GBA,2002.0,Platform,Universal Interactive,1.73,78,7.9
DISHONORED,X360,2012.0,Action,Bethesda Softworks,1.73,88,7.9
THE ORDER: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,1.72,63,66.0
CALL OF DUTY: MODERN WARFARE 3,PC,2011.0,Shooter,Activision,1.72,78,2.9
THE SIMS 3: LATE NIGHT EXPANSION PACK,PC,2010.0,Simulation,Electronic Arts,1.71,74,5.6
DEAL OR NO DEAL,DS,2007.0,Misc,Mindscape,1.71,20,2.2
ACE COMBAT 5: THE UNSUNG WAR,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,1.71,84,8.9
THE CREW,PS4,2014.0,Racing,Ubisoft,1.7,61,53.0
WE SKI,WII,2008.0,Sports,Namco Bandai Games,1.7,67,8.5
NCAA FOOTBALL 07,PS2,2006.0,Sports,Electronic Arts,1.7,87,8.7
SOCOM 3: U.S. NAVY SEALS,PS2,2005.0,Shooter,Sony Computer Entertainment,1.69,82,8.8
NBA 2K15,XONE,2014.0,Sports,Take-Two Interactive,1.69,82,62.0
SAINTS ROW 2,PS3,2008.0,Action,THQ,1.69,82,8.0
SAINTS ROW IV,X360,2013.0,Action,Deep Silver,1.69,81,6.6
DRAGON AGE: ORIGINS,PS3,2009.0,Role-Playing,Electronic Arts,1.69,87,8.0
HARRY POTTER AND THE SORCERER'S STONE,GBA,2001.0,Action,Electronic Arts,1.69,64,7.9
DRAGON BALL Z: THE LEGACY OF GOKU,GBA,2002.0,Role-Playing,Infogrames,1.69,53,6.8
SID MEIER'S CIVILIZATION V,PC,2010.0,Strategy,Take-Two Interactive,1.69,90,8.0
RESIDENT EVIL 4,GC,2005.0,Action,Capcom,1.69,96,9.3
STAR WARS BATTLEFRONT: RENEGADE SQUADRON,PSP,2007.0,Shooter,LucasArts,1.68,73,7.8
