Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
364,JAMES BOND 007: AGENT UNDER FIRE,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,7.9
366,BATTLEFIELD 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,79,5.7
367,FIFA SOCCER 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,88,7.5
370,LEFT 4 DEAD,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,89,7.9
371,MARIO & SONIC AT THE OLYMPIC WINTER GAMES,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,76,7.9
372,RESIDENT EVIL 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,83,7.5
374,ASSASSIN'S CREED: BROTHERHOOD,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,89,8.3
376,BATMAN: ARKHAM ASYLUM,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,92,8.7
377,CLUBHOUSE GAMES,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,83,7.8
380,BATTLEFIELD: BAD COMPANY 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,88,8.6
381,GUITAR HERO: ON TOUR,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48,71,8.2
383,FAR CRY 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,90,8.5
385,BORDERLANDS,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,84,8.2
386,TEKKEN 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,8.2
387,BATTLEFIELD 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,85,70.0
388,LITTLEBIGPLANET 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,91,8.4
391,SPIDER-MAN 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,8.8
393,FIFA SOCCER 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,6.5
394,CRASH BASH,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,8.2
395,LEGO BATMAN: THE VIDEOGAME,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,76,7.8
396,METAL GEAR SOLID V: THE PHANTOM PAIN,PS4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,93,82.0
397,THE LEGEND OF ZELDA: SPIRIT TRACKS,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,87,7.9
399,THE LEGEND OF ZELDA: MAJORA'S MASK,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,95,9.1
402,ASSASSIN'S CREED IV: BLACK FLAG,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,86,7.9
404,JAMES BOND 007: NIGHTFIRE,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,8.5
405,RATCHET & CLANK,PS2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,88,8.9
406,MARIO PARTY 9,WII,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,73,6.8
407,STAR WARS EPISODE III: REVENGE OF THE SITH,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,7.2
408,MAX PAYNE,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,8.4
409,THE LORD OF THE RINGS: THE RETURN OF THE KING,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,8.6
410,ASSASSIN'S CREED SYNDICATE,PS4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,76,69.0
411,DESTINY,XONE,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,75,55.0
412,TRUE CRIME: STREETS OF LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,7.9
413,WII MUSIC,WII,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,63,4.8
417,FIFA 16,XONE,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,84,44.0
418,L.A. NOIRE,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,89,7.8
419,MADDEN NFL 16,PS4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,83,59.0
424,WWF SMACKDOWN! 2: KNOW YOUR ROLE,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,90,8.7
426,GOD OF WAR: CHAINS OF OLYMPUS,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,91,8.6
428,DANCE CENTRAL,X360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,82,7.6
429,ENTER THE MATRIX,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,8.1
430,SUPER MARIO MAKER,WIIU,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,88,87.0
431,FALLOUT: NEW VEGAS,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,82,7.9
434,ACE COMBAT 04: SHATTERED SKIES,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,8.9
437,LEGO BATMAN: THE VIDEOGAME,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,72,8.1
438,SONIC RUSH,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15,82,8.1
439,RESIDENT EVIL 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,74,5.5
440,HALO: THE MASTER CHIEF COLLECTION,XONE,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,85,74.0
441,FIFA SOCCER 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83,6.6
442,SPIDER-MAN,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,8.8
446,THE ELDER SCROLLS IV: OBLIVION,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,93,8.0
448,HEAVY RAIN,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,87,7.7
449,MASS EFFECT 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,96,8.9
451,DRAGON BALL Z: BUDOKAI,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,7.9
452,MADDEN NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,7.4
454,BORDERLANDS 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,89,8.3
455,THE LEGEND OF ZELDA: A LINK BETWEEN WORLDS,3DS,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,91,9.0
457,THE SIMS: VACATION,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75,7.8
458,MASS EFFECT 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,93,5.9
460,FAR CRY 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,91,8.6
462,SAINTS ROW 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03,81,8.2
464,KILLZONE 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,91,8.1
467,WWE SMACKDOWN! SHUT YOUR MOUTH,PS2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02,82,8.6
468,GEARS OF WAR: ULTIMATE EDITION,XONE,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,82,76.0
469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,88,7.3
470,DRAGON BALL Z: BUDOKAI TENKAICHI 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73,9.0
472,MIDDLE-EARTH: SHADOW OF MORDOR,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,84,80.0
476,DEVIL MAY CRY,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,8.6
477,ANIMAL CROSSING: HAPPY HOME DESIGNER,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,66,7.0
478,BATTLEFIELD: BAD COMPANY 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,88,8.6
479,THE SIMS 4,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,70,4.1
480,STAR WARS: THE OLD REPUBLIC,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,85,6.0
482,KIRBY SUPER STAR ULTRA,DS,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,76,8.8
483,HITMAN 2: SILENT ASSASSIN,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,7.8
484,STREET FIGHTER IV,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,93,7.3
485,WAVE RACE 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,92,8.3
486,SOCOM II: U.S. NAVY SEALS,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,8.7
487,WWE SMACKDOWN! VS. RAW 2006,PS2,2005.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,84,8.3
488,INFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,85,8.3
489,PAC-MAN COLLECTION,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,7.7
490,MASS EFFECT,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,91,8.7
492,COOKING MAMA: COOK OFF,WII,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,61,5.7
494,FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,87,63.0
495,TITANFALL,XONE,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,86,67.0
496,SONIC MEGA COLLECTION PLUS,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73,8.6
497,SEGA SUPERSTARS TENNIS,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9,67,6.7
501,CALL OF DUTY: FINEST HOUR,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,7.6
506,CALL OF DUTY: GHOSTS,XONE,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,78,43.0
507,MADDEN NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,81,5.8
509,MORTAL KOMBAT,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,84,8.4
512,COMMAND & CONQUER: RED ALERT,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,90,8.7
513,SKYLANDERS: SPYRO'S ADVENTURE,WII,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85,81,5.9
515,ASSASSIN'S CREED: BROTHERHOOD,PS3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,90,8.2
516,BIOSHOCK,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,96,8.9
517,MADDEN NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85,6.1
518,MEDAL OF HONOR,PS3,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,75,7.5
520,METROID PRIME,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,9.2
523,NEED FOR SPEED: HOT PURSUIT,PS3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,89,7.4
525,WWE SMACKDOWN! HERE COMES THE PAIN,PS2,2003.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,85,8.9
526,STAR WARS: THE FORCE UNLEASHED,X360,2008.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,73,6.7
527,YOSHI'S ISLAND DS,DS,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,81,7.4
529,KILLZONE 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,84,8.0
531,WWF SMACKDOWN! JUST BRING IT,PS2,2001.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,76,7.3
534,BATTLEFIELD 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,89,7.6
535,NBA STREET,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89,8.4
538,JAK II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87,8.3
539,INFAMOUS: SECOND SON,PS4,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,80,80.0
540,RATCHET & CLANK: GOING COMMANDO,PS2,2003.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,90,9.0
541,TEKKEN 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,79,7.4
542,THE SIMS,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83,7.6
543,SONIC AND THE SECRET RINGS,WII,2007.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77,69,6.2
544,SAINTS ROW: THE THIRD,X360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77,84,7.6
547,ASSASSIN'S CREED IV: BLACK FLAG,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,83,79.0
550,L.A. NOIRE,X360,2011.0,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,89,7.9
551,CALL OF DUTY 3,X360,2006.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,82,6.5
552,THE LEGEND OF ZELDA: A LINK TO THE PAST,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95,8.9
553,ONIMUSHA: WARLORDS,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,8.3
554,MORTAL KOMBAT X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,83,78.0
556,MADDEN NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78,5.9
557,LEGO STAR WARS II: THE ORIGINAL TRILOGY,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,8.8
558,MADDEN NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84,5.7
560,SKATE 3,X360,2010.0,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,80,8.1
561,BURNOUT 3: TAKEDOWN,PS2,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93,9.0
563,NEED FOR SPEED: SHIFT,PS3,2009.0,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68,84,6.9
566,CALL OF DUTY 2: BIG RED ONE,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,8.1
571,TOM CLANCY'S SPLINTER CELL,PS2,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,89,7.8
572,SKYLANDERS GIANTS,WII,2012.0,Action,Activision,1.56,0.88,0.0,0.22,2.65,78,7.1
573,MEDAL OF HONOR HEROES,PSP,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,7.8
576,LEGO STAR WARS: THE COMPLETE SAGA,X360,2007.0,Action,LucasArts,1.53,0.87,0.0,0.24,2.64,80,7.6
577,MIDNIGHT CLUB: STREET RACING,PS2,2000.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,78,7.6
579,HALO WARS,X360,2009.0,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63,82,7.3
580,GOD OF WAR COLLECTION,PS3,2009.0,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63,91,8.7
581,ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62,90,8.3
582,MARIO STRIKERS CHARGED,WII,2007.0,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,79,8.2
583,MEDAL OF HONOR,X360,2010.0,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,74,6.8
584,FIFA SOCCER 10,X360,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90,7.5
585,NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90,7.7
587,HARRY POTTER AND THE CHAMBER OF SECRETS,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71,7.6
590,FIFA SOCCER 09,PS3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59,87,7.5
591,RATCHET & CLANK FUTURE: TOOLS OF DESTRUCTION,PS3,2007.0,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59,89,8.8
592,NBA LIVE 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,84,8.2
593,LITTLEBIGPLANET,PSP,2009.0,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,87,7.8
594,KILLZONE: SHADOW FALL,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,73,68.0
596,MONSTER HUNTER FREEDOM 2,PSP,2007.0,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58,72,8.5
597,WWE SMACKDOWN VS. RAW 2007,PS2,2006.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,80,8.7
598,RATCHET & CLANK: UP YOUR ARSENAL,PS2,2004.0,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,91,9.1
599,ART ACADEMY,DS,2010.0,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57,75,7.7
600,DRAGON AGE: ORIGINS,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,86,7.9
601,MADDEN NFL 08,PS2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,78,8.0
604,MADDEN NFL 13,PS3,2012.0,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56,83,5.4
606,DECA SPORTS,WII,2008.0,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54,50,5.4
607,MADDEN NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54,83,7.0
609,CRAZY TAXI,PS2,2001.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,7.8
610,PERFECT DARK,N64,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,97,8.9
611,GAME PARTY,WII,2007.0,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52,25,3.9
614,MARVEL: ULTIMATE ALLIANCE,X360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,82,7.5
617,SAINTS ROW: THE THIRD,PS3,2011.0,Action,THQ,0.86,1.06,0.18,0.39,2.49,82,7.8
619,LEGO HARRY POTTER: YEARS 1-4,WII,2010.0,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,79,8.1
620,MORTAL KOMBAT: DEADLY ALLIANCE,PS2,2002.0,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,79,8.7
621,RESISTANCE 2,PS3,2008.0,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48,87,6.1
622,PURE,X360,2008.0,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48,85,7.6
624,NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48,90,8.0
626,NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,87,4.9
627,MARIO PARTY 4,GC,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70,7.5
629,MIDNIGHT CLUB: LOS ANGELES,PS3,2008.0,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45,82,8.5
633,HALO: COMBAT EVOLVED ANNIVERSARY,X360,2011.0,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44,82,8.2
634,NEED FOR SPEED CARBON: OWN THE CITY,PSP,2006.0,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44,73,8.0
636,RIVEN: THE SEQUEL TO MYST,PC,1997.0,Adventure,Red Orb,1.52,0.82,0.0,0.1,2.43,83,9.0
640,PRO EVOLUTION SOCCER 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,77,6.8
641,DRAGON BALL Z: BUDOKAI 2,PS2,2003.0,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,66,8.3
642,ATV OFFROAD FURY,PS2,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,82,8.3
646,MADDEN NFL 16,XONE,2015.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4,84,60.0
656,BATMAN: ARKHAM ORIGINS,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,76,7.7
657,DEAD ISLAND,X360,2011.0,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39,71,6.9
658,GUITAR HERO,PS2,2005.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,91,8.7
659,LEGO STAR WARS: THE COMPLETE SAGA,PS3,2007.0,Action,LucasArts,1.02,0.97,0.0,0.39,2.38,80,6.9
660,KINECT: DISNEYLAND ADVENTURES,X360,2011.0,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38,73,3.0
662,BLOODBORNE,PS4,2015.0,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,92,89.0
663,NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38,83,69.0
664,MADDEN NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,83,6.1
666,MADDEN NFL 08,X360,2007.0,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,85,6.5
667,HALF-LIFE 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,96,9.2
668,THE INCREDIBLES,PS2,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,8.0
669,TONY HAWK'S UNDERGROUND 2,PS2,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83,8.6
670,MADDEN NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,85,6.8
671,KINECT SPORTS: SEASON TWO,X360,2011.0,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36,66,6.7
673,LEGO HARRY POTTER: YEARS 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,72,7.5
676,MIDNIGHT CLUB: LOS ANGELES,X360,2008.0,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35,81,8.5
681,THE SIMS 3,X360,2010.0,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33,76,7.3
682,THE LEGEND OF ZELDA: MAJORA'S MASK 3D,3DS,2015.0,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,89,8.9
683,NBA 2K16,XONE,2015.0,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32,86,61.0
685,MARIO TENNIS,N64,2000.0,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32,91,8.9
687,JAMES BOND 007: EVERYTHING OR NOTHING,PS2,2004.0,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84,8.4
692,LEGO MARVEL SUPER HEROES,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,80,7.8
693,GUILD WARS 2,PC,2012.0,Action,NCSoft,0.95,1.06,0.0,0.29,2.3,90,8.0
694,POKEMON RANGER: SHADOWS OF ALMIA,DS,2008.0,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3,68,8.1
695,DEAD ISLAND,PS3,2011.0,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29,71,6.6
697,GOD OF WAR: ASCENSION,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,80,7.6
699,PRO EVOLUTION SOCCER 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,78,6.7
703,FIFA SOCCER 09,PS2,2008.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,82,6.9
704,STAR WARS: THE FORCE UNLEASHED,PS3,2008.0,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,71,6.6
705,BORDERLANDS 2,PS3,2012.0,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,91,8.2
707,PAPER MARIO: STICKER STAR,3DS,2012.0,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27,75,5.5
708,SONIC'S ULTIMATE GENESIS COLLECTION,PS3,2009.0,Misc,Sega,1.34,0.62,0.0,0.31,2.27,80,8.6
709,SUPER MONKEY BALL: BANANA BLITZ,WII,2006.0,Misc,Sega,1.07,0.92,0.04,0.24,2.27,74,5.7
710,KIRBY: NIGHTMARE IN DREAM LAND,GBA,2002.0,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,81,8.8
711,WARIO LAND 4,GBA,2001.0,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,8.6
712,GUITAR HERO III: LEGENDS OF ROCK,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26,83,7.8
716,ONIMUSHA 2: SAMURAI'S DESTINY,PS2,2002.0,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,9.0
718,PAPER MARIO: THE THOUSAND-YEAR DOOR,GC,2004.0,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87,9.1
719,MADDEN NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,79,5.5
723,SPYRO: SEASON OF ICE,GBA,2001.0,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,74,7.9
725,LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,DS,2008.0,Action,Activision,1.42,0.61,0.0,0.21,2.23,80,8.1
727,NEW SUPER LUIGI U,WIIU,2013.0,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22,77,80.0
728,PRINCE OF PERSIA: THE SANDS OF TIME,PS2,2003.0,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,92,8.7
